White,Black,WhiteElo,BlackElo,Result,ECO,Opening,TimeControl,Termination,Moves,Event,white_rating,black_rating,rating_diff,rated,opening_ply,ResultEncoded
das14,thisisdhaas,2034,1969,0-1,B11,Caro-Kann Defense,0+1,Time forfeit,e4 d5 Nc3 c6 exd5 cxd5 d4 Nc6 Nf3 Nf6 Be2 e6 Be3 Ne4 O-O Nxc3 bxc3 f5 Qd2 Bd6 Bg5 Qd7 Bf4 O-O Bxd6 Qxd6 Rfe1 a6 Bd3 b5 Ne5 Nxe5 Rxe5 Bd7 Rae1 Rac8 Be2 Rc6 Re3 Rfc8 Bf1 Qa3 g4 Rxc3 gxf5 Rxe3 Rxe3 Qd6 fxe6 Bxe6 Bg2 Bf5 Qe2 Rxc2 Re8+ Kf7 Qe3 Rc1+ Bf1 Bh3 Qxh3 Kxe8 Qh5+ Kf8,Rated Bullet game,2034,1969,65,1,6.0,0
doctormoro,Djon88SS,1287,1296,1/2-1/2,B01,Scandinavian Defense,1800+0,Normal,e4 d5 e5 Be6 d4 f6 f4 f5 h3 Bf7 g4 Be6 g5 g6 h4 Bg7 h5 Bd7 hxg6 hxg6 Rxh8 Bxh8 Nc3 e6 Qf3 Qe7 Qh3 Qg7 Bb5 c6 Be2 b5 b4 a6 Ba3 Bc8 Nf3 Nd7 O-O-O Nb6 Kb2 Nc4+ Bxc4 bxc4 Kb1 Rb8 Rh1 a5 Qxh8 Qxh8 Rxh8 Kf8 Kc1 axb4 Nh4 bxa3 Nxg6+ Kg7 Na4 Bd7 Nc5 Ne7 Rxb8 Nxg6 Nxd7 Nxf4 Ra8 Ne2+ Kd2 Nxd4 Rxa3 Kg6 Rg3 f4 Nf8+ Kf5 Rg1 Nf3+ Ke2 Nxg1+ Kf2 Nh3+ Kf3 Nxg5+ Kf2 Ne4+ Kf3 Nc3 a3 Kxe5 Ng6+ Kf5 Nxf4 e5 Ne2 e4+ Ke3 Na4 Nd4+ Kf6 Nxc6 Ke6 Nd4+ Kd6 Nb5+ Kc5 Nc7 c3 Na6+ Kc4 Nc7 Nc5 Ne8 d4+ Ke2 d3+ Kd1 d2 Nd6+ Kd4 Nb5+ Kc4 Nd6+ Kd5 Nb5 Kc4 Nd6+,Rated Classical game,1287,1296,-9,1,6.0,1
foilole,Koignus,1808,1433,1-0,A00,Grob Opening,60+0,Time forfeit,g4 e5 Bg2 Bc5 c4 Qh4 e3 Nf6 Nf3 Qxg4 Rg1 Ne4 Bh1 Qh3 Bg2 Qh5 d3 d6 dxe4 b5 Qd5 Bxe3 Qxa8 O-O Bxe3 Nc6 Qxc6 Bg4 Ke2 Bxf3+ Bxf3 Qxh2 Rh1 Qxh1 Bxh1,Rated Bullet tournament https://lichess.org/tournament/qjk54baK,1808,1433,375,1,10.0,2
Duckie,KieselguhrKid,1376,1354,1-0,D00,Amazon Attack,780+5,Normal,d4 d5 Qd3 Nc6 g3 e5 Nf3 exd4 Nxd4 Nxd4 Qxd4 Nf6 e3 g6 Qd3 Bf5 Qb5+ c6 Qxb7 Be7 h3 Bxc2 Qxc6+ Qd7 Qxa8+ Qd8 Qc6+ Qd7 Qxc2,Rated Classical game,1376,1354,22,1,6.0,2
darko399,Leorio,1689,1419,1-0,B00,King's Pawn,300+0,Abandoned,e4,Rated Blitz tournament https://lichess.org/tournament/summer15,1689,1419,270,1,2.0,2
verydarkmatter,Lightsss,1166,2073,0-1,C46,Four Knights Game: Italian Variation,300+0,Normal,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Nxe4 Nxe4 d5 dxe4 Nxe5 Qg5 Qxe5 Qxa1 f4 O-O-O O-O Bc5+ Kg2 h5 h4 f6 g4 Nd4 d3 Nf3,Rated Blitz tournament https://lichess.org/tournament/summer15,1166,2073,-907,1,6.0,0
BelgranoCbaFilialIta,bartolj,1726,1552,1-0,D20,Queen's Gambit Accepted,300+0,Normal,d4 d5 c4 dxc4 Nc3 e6 e4 Bb4 Bxc4 Nf6 Bg5 Bxc3+ bxc3 Qd6 e5 Qc6 exf6 Qxc4 Ne2 g6 O-O Qb5 Bf4 h6 Bxc7 Qf5 Qa4+ Nc6 Ng3 Qxf6 Be5 Qh4 Bxh8 Bd7 Qb3 b6 d5 Na5 Qd1 f6 dxe6 Ke7 Qxd7+ Kf8 Qf7#,Rated Blitz tournament https://lichess.org/tournament/summer15,1726,1552,174,1,6.0,2
SimpleBlunders,Paluth,1380,1369,0-1,E91,King's Indian Defense: Orthodox Variation,180+0,Time forfeit,d4 g6 c4 Bg7 Nf3 Nf6 Nc3 O-O e4 d6 Be2 Nc6 d5 Nb8 O-O Nbd7 Bg5 c6 Qd2 a5 Rfe1 cxd5 cxd5 Nc5 Bd1 Bg4 Bc2 Bxf3 gxf3 Qd7 Kh1 Qh3 Qe3 h6 Bxf6 exf6 Rg1 f5 Rg3 Qh4 Rg2 f4 Rg4 fxe3 Rxh4 exf2 Kg2 g5 Rh3 Bd4 Ne2 Be3 Ng3 Rac8 Nf5 Bf4 Nxd6 Bxd6 Rxh6 Bf4 Kxf2 Kg7 Rh3 Rh8 Rxh8 Rxh8 e5 Rxh2+ Kg1 Rxc2 e6 fxe6 dxe6 Nxe6 Re1 Nd4 Re7+ Kf6 Rxb7 Ne2+ Kf2 Nd4+ Ke1 Rxb2 Kd1 Rd2+,Rated Blitz game,1380,1369,11,1,6.0,0
LudwigsNinth,peon34,1687,1509,1-0,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",300+0,Normal,d4 e6 c4 d5 Nc3 Nf6 cxd5 exd5 Bg5 Be7 e3 h6 Bh4 Bg4 f3 Bh5 Bd3 c6 Nge2 Nfd7 Bxe7 Qxe7 Qd2 g6 Nf4 Qh4+ g3 Qg5 g4 Qh4+ Qf2 Qxf2+ Kxf2 Bxg4 fxg4 O-O h4 Nf6 Rag1 Nbd7 Ke2 Rfe8 Kd2 Ne4+ Bxe4 dxe4 Nfe2 c5 Ng3 Rad8 Ngxe4 cxd4 exd4 Ne5 Kc2 Nf3 Nf6+ Kg7 Nxe8+ Rxe8 Rd1 a6 Rh3 Re3 Rhh1 f5 gxf5 gxf5 d5 Kf6 d6 Ke6 d7,Rated Blitz tournament https://lichess.org/tournament/summer15,1687,1509,178,1,6.0,2
SoDamnMetal,Ninja4Hanzo,1849,1814,1-0,C00,French Defense: Queen's Knight,300+0,Normal,e4 e6 Nc3 d5 d3 Nf6 f3 c5 Bg5 Nc6 g3 dxe4 fxe4 h6 Be3 Nd4 Bg2 Qb6 Rb1 Be7 Nge2 O-O O-O e5 Qd2 Ng4 Nd5 Qd6 c3 Nxe3 Qxe3 Ne6 Rf2 b6 Rbf1 Bb7 c4 Nd4 Nec3 a6 g4 Bg5 Qg3 Bf4 Nxf4 exf4 Rxf4 g5 Rf6 Qxg3 hxg3 Kg7 Nd5 Bxd5 exd5 Rae8 Rxb6 Re2 Rf2 Re1+ Bf1 f5 gxf5 Nxf5 Rb7+ Kg8 g4 Ne3 Rxf8+ Kxf8 Rb8+ Kf7 Rb7+ Kg6 Kf2 Rxf1+ Kxe3 Re1+ Kd2 Re8 Rb6+ Kf7 Rxa6 h5 gxh5 g4 Rg6 Rg8 Rxg8 Kxg8 Ke3,Rated Blitz tournament https://lichess.org/tournament/summer15,1849,1814,35,1,6.0,2
Ishark,supermassive,1826,2130,0-1,B18,"Caro-Kann Defense: Classical Variation, Main Line",60+0,Normal,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 h5 Bh7 Nf3 Nd7 Bc4 e6 Bf4 Ngf6 Qe2 Nb6 Bb3 Nbd5 dxc4 Qxc4 Qd5 Qxd5 Nxd5 Bd2 Bb4 Bxb4 Nxb4 Rc8+ Kd2 Rc2+ Nd5#,Rated Bullet tournament https://lichess.org/tournament/gGowJPJ9,1826,2130,-304,1,10.0,0
agdani,plaillo,1521,1478,1-0,C61,Ruy Lopez: Bird Variation,300+1,Time forfeit,e4 e5 Nf3 Nc6 Bb5 Nd4 Ba4 b5 Nxd4 bxa4 Nf3 a3 Nxe5 axb2 Bxb2 Nf6 d3 Bd6 Nf3 O-O e5 Qe8 O-O Bxe5 Re1 d6 d4 Bxh2+ Nxh2 Qb5 Bc3 Nd5 Qd3 Qc6 Bd2 Ba6 Qf3 Bb7 c3 Qb5 Na3 Qb2 Bc1 Qxa1 c4 Nc3 Qxb7 Ne2+ Kf1 Nxd4 Bb2 Qxa2 Ra1 Rfb8 Rxa2 Rxb7 Bxd4 Re8 Nf3 c5 Be3 Reb8 Nb5 a6 Rxa6 d5 Bf4 Rd8 Nd6 Rb1+ Ke2 Rb2+ Ke3 d4+ Kd3 Rb3+ Ke4 Rb2 Kd5 Rxf2 Kxc5 Rxg2 Nxd4,Rated Blitz game,1521,1478,43,1,6.0,2
CHESSKY,cutxillo13,1055,1634,0-1,D21,Queen's Gambit Accepted: Normal Variation,300+3,Time forfeit,d4 d5 c4 dxc4 Nf3 Nc3 e4 Be6 d5 Bg4 Bxc4 Nf6 Bxe6 Qxd8+ Kxd8 Bxe6 fxe6 Ng5 Nxe6+ Nxc7+ Kf7 Nxa8 Rxa8 Bg5 Ne5 f4 Nc4 exf6 gxf6 Kxf1 Kg6 Rd7 Re8 Rxe7 Bf8 Rc7,Rated Blitz game,1055,1634,-579,1,6.0,0
danferace,magnuskasparov,1500,1459,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",480+0,Time forfeit,d4 d5 g3 Nf6 Nf3 Bg4 Bg2 Bxf3 Bxf3 c6 Nc3 e6 O-O h5 b3 h4 gxh4 Rxh4 e4 Nxe4 Nxe4 dxe4 Bg2 Bd6 Be3 Bxh2+ Kh1 Bf4+ Kg1 Bxe3 fxe3 Qg5 Rxf7 Kxf7,Rated Classical game,1500,1459,41,1,6.0,0
gangadhara,effeundici,1579,1573,0-1,B30,Sicilian Defense: Old Sicilian,900+0,Normal,e4 c5 Nf3 Nc6 c3 e6 d4 cxd4 cxd4 a6 Nc3 Qc7 Be3 Nf6 Bd3 Ng4 O-O Nxe3 fxe3 Be7 Qc2 Nb4 Qd1 Nxd3 Qxd3 O-O a3 b6 Rad1 Bb7 Qe2 Rac8 Qf2 f6 Rc1 Qb8 d5 Qd6 Qd2 Bd8 Qd4 e5 Qd2 b5 b4 Bb6 Kh1 Qb8 Rfe1 d6 Nh4 g6 Qf2 Rc7 Ne2 Rfc8 Qg3 Rg7 Rc3 Rxc3 Nxc3 Qc8 Rc1 Rc7 Qe1 Qa8 h3 Qa7 Qg3 Bxe3 Rc2 Bf4 Qg4 Bc8 Qf3 Qe3 g4 Qe1+ Kg2 Qxh4,Rated Classical game,1579,1573,6,1,6.0,0
Chess-novice1,Rosalvo,1296,1140,1-0,C00,French Defense: Knight Variation,120+0,Normal,e4 e6 Nf3 Be7 d4 d6 g3 Bd7 Bg2 c6 O-O b5 Be3 a5 b3 f6 c4 g5 c5 h6 cxd6 Bxd6 e5 Be7 exf6 Bxf6 Ne5 Bxe5 dxe5 Ne7 Bc5 Nd5 Qd3 a4 Qg6#,Rated Bullet game,1296,1140,156,1,6.0,2
tonyclifton,grasshopper,1730,1767,1-0,A00,Polish Opening,60+0,Normal,b4 g6 Bb2 Bg7 Bxg7,Rated Bullet tournament https://lichess.org/tournament/qjk54baK,1730,1767,-37,1,10.0,2
Salami123,JesusPaniagua,1220,1290,0-1,C20,King's Pawn Game: Leonardis Variation,600+9,Time forfeit,e4 e5 d3 Nc6 f4 exf4 Bxf4 Bc5 Nf3 Nf6 a3 Qe7 b4 Bb6 Qe2 d5 exd5 Qxe2+ Kxe2 Nxd5 Nbd2 Bg4 Bg3 Nd4+ Kf2 Nxc2+ Ke2 Nxa1 h3 Bh5 Ke1 Nc2+ Kd1 Nce3+ Kc1 O-O-O Ng5 Rhe8 d4 Bxd4 Bd3 Nxg2 Bxh7 Re3 Bh4 Rxa3 Bf5+ Kb8 Nxf7 Bxf7 Bxd8 Ra1+ Nb1 Be3+ Kb2 Bd4+ Kc2 Nxb4+ Kc1 Bd5 Rd1 Ne3,Rated Classical game,1220,1290,-70,1,6.0,0
apalomoa,fran008,1525,1691,0-1,B54,Sicilian Defense #2,600+0,Normal,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Nc3 Bd7 b3 Nf6 Nf3 g6 Bb2 Bg7 Be2 O-O O-O Rc8 Re1 a6 Rb1 b5 Nd5 Ng4 Ng5 Nge5 Nf3 Nxf3+ Bxf3 Ne5 Bxe5 Bxe5 Bg4 e6 Ne3 f5 Be2 fxe4 Ng4 Bg7 Qd2 d5 Nh6+ Kh8 Bg4 Qh4 Re3 Qxh6 Rf1 Qg5 h3 h5 f4 exf3 gxf3 hxg4 f4 Rxf4 Rxf4 Qxf4 hxg4 Bd4 Qh2+ Qxh2+,Rated Classical game,1525,1691,-166,1,6.0,0
CaptnPugwash,G4m3K1ng,1499,1826,0-1,B00,Owen Defense,300+0,Normal,e4 b6 d4 e6 Nc3 Bd3 Bxd3 Qxd3 Nc6 a3 Nf6 Nf3 Rxa5 h6 Nf3 O-O h3 d5 e5 Nh7 Be3 Rxa3 Bxa3 Nxd5 Qxd5 Qxa3 Rd8 c3 Nf8 Qc1 Qe4 Re1 Qd3 gxh6 Qxh6 Rxd4 Qg5+ Ng6 Nxg6 Qxg6 Qc1 Nxe5 Qxc7 Nf3+ Kh1 Qd3 Qc1 Rc4 Qa1 Ra4 Qc1 Rc4 Qa1 Nd2 Rd1 Qe2 Kh7 Nf3 Ra1 Qg3 gxf3 Qxf3+ Kg1 Rc2 Rf1,Rated Blitz tournament https://lichess.org/tournament/qg3Tx2iL,1499,1826,-327,1,6.0,0
yangxiaoxian,foilole,1972,1800,1-0,A22,"English Opening: King's English Variation, Two Knights Variation",60+0,Time forfeit,c4 e5 Nc3 Nf6 Nf3 Bb4 Nxe5 Bxc3 bxc3 Qe7 Nf3 Nc6 e3 d6 Be2 Bg4 O-O h5 d4 O-O-O Ba3 Qe6 Rb1 Ne4 Qb3 b6 Qb5 Nb8 Qa4 Nxc3 Qc2 Nxb1 Rxb1 f6 Qa4 Qd7 Qxa7 Qe6 c5 dxc5 dxc5 Qc6 cxb6 Qb7 bxc7 Qxa7 cxd8=Q+ Kxd8 Rd1+ Ke8 Bb5+ Kf7 Bb2 Na6 h4 Rb8 Rd5 Rxb5 Rxb5 Nc7 Bd4 Nxb5 Bxa7 Nxa7 Nd4 Be6 a4 Nc8 a5 Bd5 a6 Ba8 Nb5 Nb6 Nc7 Ke7 Nxa8 Nxa8 a7 g5 Kf1 g4 Ke2 Ke6 Kd3 f5 e4 Ke5 Ke3 f4+ Ke2 Kxe4 Kf1 f3 Kg1 fxg2 Kxg2 Kf4 Kf1,Rated Bullet tournament https://lichess.org/tournament/Fqw5PG3C,1972,1800,172,1,10.0,2
lololol48,Pinewood,1077,1818,0-1,A00,Van't Kruijs Opening,0+1,Time forfeit,e3 d5 d3 Bxd1 Bxb3 e4 dxe4 f3 Nxd4 Nc2+ Kf2 Ne2 e3+ Kg3 Bc5 f4 Nc2 Nxd4 Nc3 Ne4+ Kh5,Rated Bullet game,1077,1818,-741,1,10.0,0
MoringaCastro,donniedarkoz,1691,1850,1-0,C44,Ponziani Opening: Jaenisch Counterattack,300+0,Normal,e4 Nc6 Nf3 e5 c3 Nf6 d3 Bc5 Be2 d6 O-O h6 d4 Bb6 Bb5 O-O Bxc6 bxc6 dxe5 Nxe4 exd6 cxd6 Nbd2 Nf6 Nc4 d5 Nce5 Bf5 Nxc6 Qc7 Ncd4 Bg6 Be3 Rfe8 Re1 Rad8 Qd2 Ne4 Qc1 Qd6 Bf4 Qd7 Ne5 Qb7 Nxg6 fxg6 Be3 Rf8 b4 Qe7 a4 Qh4 Nf3 Qg4 Ne5 Qh5 Bxb6 axb6 Nf3 Rxf3 gxf3 Ng5 Qf4 Rf8 Qg3 Rxf3 Qg2 Nh3+ Kh1 Rxf2 Re8+ Kh7 Qg3 d4 Re5 Qxe5 Qxe5,Rated Blitz tournament https://lichess.org/tournament/summer15,1691,1850,-159,1,10.0,2
leaderpricebiomuesli,betun_adn,1780,1326,1-0,A41,Old Indian Defense,60+0,Normal,d4 d6 c4 Bd7 Nf3 a6 g3 Bxd1 Kxd1 Qd7 Nc3 b5 Bf4 bxc4 Nc6 Be3 e5 d5 Bxd4 exd4 Nxd4 dxc6 f3 Qh5 Nd5 Nxa8 f4 gxf4 exd6 Kd8 Bxg2 Rhe1 Re8 Rg8 Rae1 Rg6 Rxe7 Rd6 Re8#,Rated Bullet tournament https://lichess.org/tournament/gGowJPJ9,1780,1326,454,1,6.0,2
Khengolkhan,gmkashefikhafan95,1979,1969,1-0,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,60+0,Time forfeit,d4 e5 dxe5 d6 Nf3 dxe5 Qxd8+ Kxd8 Nxe5 Be6 Nc3 Bd6 Bf4 f6 Nd3 Bxf4 Nxf4 Bf7 O-O-O+ Kc8 g3 Ne7 Bh3+ f5 Nd3 g6 e4 Nbc6 exf5 gxf5 Rde1 b6 Ne5 Nxe5 Rxe5 Nc6 Rxf5 Be6 Rh5 Bxh3 Rxh3 Kb7 Rh6 Rae8 Rd1 Rhf8 f4 Rf7 Rh5 Ne7 Re5 Ref8 Rd7 Nc6 Rxf7 Rxf7 Rh5 Rd7 Nd5 Nd4 c3 Nf3 Kd1 c6 Ke2 Ng1+ Kf2 Nh3+ Rxh3 cxd5 Rxh7 d4 Rxd7+ Kc6 Rd5 dxc3 Rd4 c2 Rc4+,Rated Bullet game,1979,1969,10,1,6.0,2
Psittacus,imthebadchessplayer,1595,1515,1-0,D08,Queen's Gambit Refused: Albin Countergambit,300+0,Normal,d4 d5 c4 e5 dxe5 d4 a3 Nc6 Nf3 b6 Bf4 f6 exf6 Nxf6 e3 Bc5 b4 Bd6 Bxd6 Qxd6 exd4 O-O Be2 Re8 O-O Ne4 Nbd2 Nxd4 Nxe4 Rxe4 Bd3 Nxf3+ Qxf3 Rd4 Qxa8 Qd7 Be2 c5 g3 cxb4 axb4 b5 cxb5 Rxb4 Rxa7 Qd8 Rc1,Rated Blitz tournament https://lichess.org/tournament/summer15,1595,1515,80,1,6.0,2
Bambooo,virtualintrepid,1659,1412,0-1,C41,Philidor Defense,120+0,Normal,e4 e5 d4 d6 Nf3 Bg4 dxe5 Qe7 exd6 Qxe4+ Be2 Bxd6 O-O Qe7 Bb5+ Nc6 Re1 Be6 Nd4 O-O-O Nxe6 Bxh2+ Kxh2 Rxd1 Rxd1 Qxe6 Nc3 Nf6 Bf4 Ng4+ Kg1 Rd8 Re1 Qf5 Bg3 h5 Bd3 Qc5 Ne4 Qf8 Ng5 h4 Bxh4 Qc5 Ne4 Qd4 Bxd8 Nxd8 Rad1 Kb8 c3 Qb6 Ng3 Qxf2+ Kh1 Qxg3 Kg1 Qh2+ Kf1 a6 Bf5 Qh1+ Ke2 Qxg2+ Kd3 Nf2+ Kc2 Nxd1+ Kxd1 Qf3+ Kc1 Qxf5,Rated Bullet game,1659,1412,247,1,6.0,0
FACETIMECOMAU,pravdachess,1645,1671,1-0,A06,Zukertort Opening: Tennison Gambit,60+0,Normal,e4 d5 Nf3 dxe4 Ng5 Nf6 Nc3 h6 Ngxe4 Nxe4 Nxe4 e5 Bc4 Nc6 Qf3 f6 d3 Bc5 Qh5+ Kf8 Qf7#,Rated Bullet game,1645,1671,-26,1,10.0,2
morrisman,bnsattin1,1443,1498,1-0,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,420+0,Normal,e4 c5 Nf3 Nc6 Bb5 Qc7 O-O a6 Bxc6 Qxc6 d4 e6 d5 Qc7 dxe6 dxe6 Nc3 Nf6 e5 Ng4 Re1 Be7 h3 Nh6 Bxh6 gxh6 Ne4 b6 Nf6+ Kf8 Nh4 Bb7 Qh5 Qc6 Qxh6#,Rated Blitz game,1443,1498,-55,1,6.0,2
biorelle,Reppko,2046,2182,0-1,A25,"English Opening: King's English Variation, Reversed Closed Sicilian",0+1,Time forfeit,c4 Nc6 Nc3 e5 g3 Nf6 Bg2 h5 e3 h4 d4 exd4 exd4 d6 Be3 h3 Bf3 Be7 Nge2 Bf5 Qd2 Qd7 a3 Bg4 Bxg4 Qxg4 O-O-O Qf3 b4 O-O-O b5 Na5 Qd3 Nb3+ Kb2 Na5 Rd2 d5 Rhd1 Nxc4+ Kc2 Nxa3+ Kb3 Nc4 Ra2 a6 bxa6 b6 a7 Kd7 Nb5 Ra8 Nf4 c6 Nc3 Ne4 Nxe4 Qxe4 Qxe4 Na5+ Rxa5 dxe4 Ra6 Kc7 Rda1 Kb7 Kc3 Bd6 R6a2 g5,Rated Bullet game,2046,2182,-136,1,10.0,0
Burlaka,Cranmob,2166,2125,1-0,D85,Gruenfeld Defense: Exchange Variation,180+0,Normal,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 Bd2 Nb6 Nf3 Bg7 Bg5 Nc6 e4 Bg4 d5 Ne5 Be2 Bxf3 gxf3 Qd7 Qb3 Qh3 Nb5 O-O f4 Qg2 O-O-O a6 Nc3 Nf3 Bxe7 Nd4 Qb4 Nxe2+ Nxe2 Rfe8 Nc3 Qxf2 Rhf1 Qe3+ Kb1 a5 Qc5 Qxc5 Bxc5 Nc4 e5 b6 Bg1 a4 Nb5 Rac8 Rd4 c6 Nd6 Nxd6 exd6 Red8 Rxa4 cxd5 Bxb6 Rxd6 Bd4 Bxd4 Rxd4 Rc4 Rfd1 Rxd4 Rxd4 Kg7 b4 Kf6 a4 Kf5 b5 Rb6 Kc2 Ke6 Kc3 Kd6 Kb4 f5 a5 Rb8 Rd1 h6 a6 g5 fxg5 hxg5 a7 Ra8 b6 Kc6 Ka5 Kb7 Rc1 Rd8 Rc7+ Ka8 Ka6 d4 b7#,Rated Blitz game,2166,2125,41,1,6.0,2
Chino195,dascara,1562,1620,0-1,C20,Bishop's Opening: Boi Variation,360+5,Normal,e4 e5 Bc4 Bc5 Nf3 Nf6 d3 Ng4 O-O O-O Bg5 Be7 Bd2 d6 h3 Nf6 Bg5 h6 Bh4 Bd7 Nc3 g5 Bg3 g4 hxg4 Bxg4 Nd5 c6 Nxf6+ Bxf6 Qe2 d5 exd5 cxd5 Bb3 Re8 Qe3 Bxf3 gxf3 Bg5 Qc5 e4 dxe4 dxe4 f4 Bh4 Qh5 Bxg3 fxg3 e3 Rae1 Qf6 Re2 Nc6 c3 Re7 Bd5 Rae8 Bxc6 Qxc6 Rf3 Re6 f5 Re5 Qg4+ Kf8 Kg2 Qb5 Rexe3 Rxe3 Rxe3 Rxe3 c4 Qxb2+ Kh3 Qf2 Qf4,Rated Classical game,1562,1620,-58,1,10.0,0
cschess,oruga,1889,1576,1-0,D02,Queen's Pawn Game: Symmetrical Variation,120+2,Normal,d4 d5 Nf3 Nf6 c4 Nc6 Nc3 Bg4 Bg5 Bxf3 exf3 dxc4 d5 Nb4 Qa4+ Qd7 Qxb4 Nxd5 Qxc4 Nxc3 Qxc3 O-O-O Be2 f6 Be3 e5 O-O Bd6 Rfd1 g5 Rac1 h5 Bxa7 b6 Bxb6,Rated Blitz game,1889,1576,313,1,6.0,2
wolfbrother77,JonRob,1715,1256,1-0,B01,Scandinavian Defense,300+0,Normal,e4 d5 e5 Bf5 f4 e6 Be2 Nc6 c3 Bc5 d4 Bb6 h4 Nh6 g4 Nxg4 Bxg4 Bxg4 Qxg4 O-O h5 h6 Nf3 Qe7 Rg1 Na5 Qxg7#,Rated Blitz tournament https://lichess.org/tournament/summer15,1715,1256,459,1,6.0,2
Seppo,Pitrinu,2356,1930,1-0,B70,Sicilian Defense: Dragon Variation,60+0,Normal,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Bc4 Bg7 Bb3 O-O h3 Nc6 Be3 Qa5 O-O Bd7 Qe2 Rfc8 Rad1 a6 f4 b5 Nd5 Nxe4 Nxc6 Bxc6 Bb6 Ng3 Qxe7,Rated Bullet tournament https://lichess.org/tournament/gGowJPJ9,2356,1930,426,1,10.0,2
hbgb,Aibou,1630,1707,1-0,A40,Modern Defense,300+0,Normal,d4 g6 c4 Bg7 Nc3 e6 e4 Ne7 Nf3 d5 e5 h6 Qb3 b6 cxd5 Nxd5 Nxd5 Qxd5 Qxd5 exd5 Be2 O-O O-O Be6 h3 Nd7 Nh2 c5 Be3 a5 Rac1 cxd4 Bxd4 Bxe5 Bxe5 Nxe5 Rfe1 Nc4 b3 Nd6 Ng4 Kg7 Ne5 Rfc8 Bf3 a4 Red1 axb3 axb3 Ra3 b4 Rxc1 Rxc1 Rb3 Nc6 Nc4 Ne7 Rxb4 Nxd5 Rb2 Rxc4 b5 Rb4 Rxb4 Nxb4 Bc4 Bc6 Kf6 f3 Ke5 Kf2 Kd4 Ke1 Kc3 Nd5+ Kc2 Kf2 Bxd5 Bxd5 b4 Bxf7 b3 Bxg6+ Kd2 Kg3 b2 Kf4 Kc1 h4 b1=Q Bxb1 Kxb1 Kf5 Kc2 Kg6 Kd3 Kxh6 Ke3 Kg6 Kf2 g4 Kxf3 g5 Kg4 h5 Kh4 h6 Kg4 h7 Kf4 h8=Q Kg4 Qf8 Kh4 Kf6 Kh3 g6 Kg4 Ke6 Kh5 g7 Kg6 g8=Q+ Kh5 Qfg7 Kh4 Q7h7#,Rated Blitz game,1630,1707,-77,1,10.0,2
bluingreen,LueloF,1550,1556,1-0,B45,Sicilian Defense: Four Knights Variation,300+0,Time forfeit,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 f3 a6 Be3 Qc7 Qd2 Nxd4 Bxd4 e5 Be3 Be7 Bd3 O-O Qf2 b5 Bb6 Qc6 O-O Bb7 Be3 d5 exd5 Nxd5 Nxd5 Qxd5 Rfd1 Qe6 Rd2 f5 Qe1 e4 fxe4 fxe4 Be2 Bf6 Rad1 Bxb2 Rd7 Bc8 R7d6 Qe7 Qb4 Be5 Qb3+ Kh8 R6d5 Bf5 Bc5 Qh4 Rxe5,Rated Blitz game,1550,1556,-6,1,6.0,2
teo77,mevlutarikan,1700,1536,1-0,D43,Semi-Slav Defense,600+15,Time forfeit,d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 Bf4 Be7 e3 Nbd7 Be2 O-O O-O Qb6 b3 c5 Rb1 dxc4 bxc4 Qd8 d5 exd5 cxd5 b6 Qc2 Bb7 Rbd1 Re8 e4 Nf8 Bb5 N8d7 Bc6 Rb8 Bxb8 Qxb8 Bxb7 Qxb7 d6 Bf8 e5 Nxe5 Nxe5 Rxe5 Rfe1 Rg5 f3 Qxf3 Rd3 Qc6 Rh3 Bxd6 Ne4 Rg6 Nxf6+ gxf6 Qe2 Kg7 Qf3 Qc7 Qh5 h6 Qf3 Be5 g3 Qd7 Kg2 Qd2+ Kf1 Qd7 Rh4 Rg5 g4,Rated Classical game,1700,1536,164,1,6.0,2
FarzadFarsee,xsara1,1578,1616,1-0,B13,Caro-Kann Defense: Exchange Variation,120+1,Normal,e4 c6 d4 d5 exd5 cxd5 Bd3 Nf6 Nf3 Bg4 O-O e6 h3 Bh5 c3 Be7 Bg5 Nc6 Nbd2 O-O a3 a6 Qb3 b5 Rae1 Na5 Qc2 Rc8 Bxf6 Bxf6 Bxh7+ Kh8 Bd3 Qc7 Ne5 Nc6 Nxc6 Qxc6 Nb3 Qb6 Nc5 a5 Nd7,Rated Bullet game,1578,1616,-38,1,6.0,2
